Machine_ID,Temperature,Run_Time,Downtime_Flag
Machine_7,84.12662297688607,80.2997883323957,0
Machine_20,78.76795865645494,150.74817476052777,0
Machine_15,71.4531184651333,158.99556405409513,0
Machine_11,63.79613471902734,155.02418613860024,0
Machine_8,88.4290665456601,147.29622771854542,0
Machine_7,61.313621500159314,48.855824351631206,0
Machine_19,84.61771530772072,74.21429605569097,0
Machine_11,61.66664113246633,99.27063264689824,0
Machine_11,81.2665084977227,72.85066837125456,0
Machine_4,87.35391335645144,153.4386380300825,1
Machine_8,60.93569444532696,72.57716960749138,0
Machine_3,52.997165043065415,36.26409648921406,0
Machine_2,56.548687149708705,85.81768588917777,0
Machine_12,80.29984836355128,196.18374222865225,1
Machine_6,92.47232031128678,52.91746845737942,0
Machine_2,52.24984106177122,126.31014519921352,0
Machine_1,86.70756295208231,92.2648794695442,0
Machine_12,67.0659322975026,23.49466785337206,0
Machine_12,73.92641849597612,102.6965551396313,0
Machine_17,96.44297749227829,143.41122244317935,0
Machine_10,66.59857523679227,107.51179540728556,0
Machine_16,73.2668466969743,175.7001521118504,0
Machine_15,50.68412073803405,64.8980331649407,0
Machine_15,54.079936000241915,26.387342547753335,0
Machine_19,62.9295795567392,187.94746621502117,0
Machine_12,51.392612041053724,81.85730641036162,0
Machine_20,81.56876630241254,119.51705477619034,0
Machine_3,71.31991784008113,160.48059396473724,0
Machine_5,77.4072601364011,71.61959613636031,0
Machine_19,58.732359294816476,146.0712622537461,0
Machine_7,64.79660147183081,35.72958146538733,0
Machine_9,83.19122374263625,65.345811969046,0
Machine_7,98.26513618151999,37.495020865938784,0
Machine_18,52.52083868011046,164.13380609625798,0
Machine_4,94.5192160427633,52.30335469308922,0
Machine_14,78.84406006556043,146.30667552698995,0
Machine_18,78.19597833778118,189.226695476674,0
Machine_9,75.01392676038802,110.27671972308663,0
Machine_2,53.46970429520917,112.60554652953066,0
Machine_20,54.493842586808036,97.59637793858428,0
Machine_15,80.0456002829543,71.91912724479212,0
Machine_7,67.04792857177792,100.37445587573426,0
Machine_12,95.86340332888403,124.53343113068429,0
Machine_8,70.32952686797361,197.3383987124253,0
Machine_15,57.164072935132054,188.1752662704626,0
Machine_3,85.7359416751018,173.80906207569313,1
Machine_14,64.6676710720505,178.9348017839231,0
Machine_17,76.27351536779466,98.89134482548816,0
Machine_4,84.8916392752585,134.9144221637183,0
Machine_18,95.01320556010353,180.0626773578807,1
Machine_8,89.6095597400838,84.66064534835708,0
Machine_4,83.8180533936362,192.73487088563908,1
Machine_2,83.98165911975718,88.99935179314477,0
Machine_6,97.29623220160433,124.20570642471097,0
Machine_10,64.7912048748268,144.86289552175066,0
Machine_4,50.05560470980937,190.61248248442828,0
Machine_18,63.59772796990993,56.47709206993055,0
Machine_12,60.8945689813372,151.76488586534202,0
Machine_2,83.0917292556999,108.95496136737562,0
Machine_10,81.68557998827646,61.025856717921805,0
Machine_4,79.67306913523619,157.5552995613142,0
Machine_14,50.812172160472684,114.92223323303085,0
Machine_16,86.43890272253238,135.58502592343842,0
Machine_15,66.17652062427457,71.35120302980118,0
Machine_8,83.25279945033157,101.44205084724496,0
Machine_14,77.82892142510767,127.29730768773274,0
Machine_8,67.13654627139536,86.93305471127036,0
Machine_16,56.72881335520539,47.69078257106325,0
Machine_13,54.720944883024046,192.71169353990777,0
Machine_18,91.57591665561118,107.17883260809731,0
Machine_15,95.9198771040779,149.4448703546631,0
Machine_13,82.48940233821497,88.09896677565105,0
Machine_9,55.17170574302417,77.47503516488611,0
Machine_15,70.10136084441203,87.36121670875374,0
Machine_13,86.44696000525786,87.74736231927346,0
Machine_1,88.99104420050341,113.39422202897119,0
Machine_7,55.91093111455443,113.259275296459,0
Machine_9,50.00153594226912,104.45922501774561,0
Machine_1,85.60685229403025,35.60929913431323,0
Machine_12,67.82980879931029,104.25434091510091,0
Machine_8,62.72406658091301,42.12974107992378,0
Machine_11,50.644873489476275,33.96579939619538,0
Machine_19,77.01497033807499,187.20268629482186,0
Machine_17,92.55753677129908,124.94050249806381,0
Machine_8,97.8815823136294,135.303111043671,0
Machine_3,78.28724753066446,86.34079736333912,0
Machine_3,75.7230663869947,182.7063694638242,0
Machine_1,54.252819274462055,131.20679302013644,0
Machine_5,77.44364007712998,156.14227520948162,0
Machine_10,68.99895394826973,80.02686911526563,0
Machine_7,80.35676404417885,192.40225735563385,1
Machine_9,69.43631739382734,165.88764513007985,0
Machine_7,62.01495617251834,172.2502079727633,0
Machine_9,54.748263761418826,42.71691081089331,0
Machine_8,65.74592222944479,61.48300949553171,0
Machine_12,54.832241714387614,64.26905393987964,0
Machine_2,58.8448475411992,61.47275241690552,0
Machine_1,99.3668079289773,172.52755079981472,1
Machine_16,72.20517784533092,16.0581110896325,0
Machine_5,76.59358832525083,24.45899790634712,0
Machine_3,93.68092643686077,62.04382541968171,0
Machine_12,99.77844502453439,47.97586518339429,0
Machine_8,79.13572246723407,54.05332663774119,0
Machine_3,90.62369105220859,161.609205958127,1
Machine_1,66.34705121683376,116.99405283948892,0
Machine_3,65.28719787236456,11.096425645663919,0
Machine_5,70.135186049728,91.5713254837971,0
Machine_15,83.62536313368246,87.49813610156819,0
Machine_14,84.10958446275494,31.64960119446327,0
Machine_3,65.76197173247255,138.46693983427684,0
Machine_1,56.66049620683143,143.3984657921033,0
Machine_5,81.61981282327542,146.96971161989856,0
Machine_14,56.41629310943823,148.40947965613248,0
Machine_7,78.92462541146651,10.010037117136392,0
Machine_9,84.67110640281544,191.2449527308772,1
Machine_15,85.03057481972257,164.69966574038597,1
Machine_15,87.67360553297983,181.7565223519642,1
Machine_10,93.64297107828322,12.972226108412485,0
Machine_13,74.99794959823942,187.43317119929048,0
Machine_19,86.51245947647857,163.8598204507399,1
Machine_7,80.95863676829184,169.07163716215274,1
Machine_17,59.33199698988413,27.72460309717402,0
Machine_20,51.28448224347041,150.36782549453355,0
Machine_4,64.22706928384669,192.38417103199728,0
Machine_5,72.15168531688097,138.92399486945052,0
Machine_7,80.8552972214328,118.40666687867522,0
Machine_13,92.49796652516027,189.6696387723094,1
Machine_15,59.81228583530828,94.15805312954284,0
Machine_11,56.277489494923856,123.86577759899096,0
Machine_4,98.17399737371638,100.50427576392957,0
Machine_13,55.402227968820355,187.24078205845683,0
Machine_7,73.92455350535946,24.456098085446378,0
Machine_19,79.27818643966509,105.21274315681616,0
Machine_2,77.06872104537192,140.52096386323328,0
Machine_10,54.30160785164716,160.462242300225,0
Machine_13,52.85134570018097,120.77354301438591,0
Machine_6,55.274171373051786,182.69437138307626,0
Machine_12,79.27938419363062,188.97837490793563,0
Machine_12,77.21724438171606,22.220652406780868,0
Machine_20,61.68703960183721,86.45040251286113,0
Machine_11,81.88870709227957,14.457214127019343,0
